book_title,book_authors,book_format,book_isbn,book_pages,book_rating,book_rating_count
The Sun Is Also a Star,Nicola Yoon,Hardcover,978315743434,348 ,4.11,88268
Children of Dune,Frank Herbert,Mass Market Paperback,978315743435,408 ,3.91,87966
Tis A Memoir,Frank McCourt,Paperback,978315743436,495 ,3.68,49631
Tricks,Ellen Hopkins,Hardcover,978315743437,627 ,4.29,31687
North of Beautiful,Justina Chen,Hardcover,978315743438,373 ,3.92,34476
These Broken Stars,Amie Kaufman|Meagan Spooner,Hardcover,978315743439,384 ,3.93,53815
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,Hardcover,978315743440,375 ,3.72,122056
Use of Weapons,Iain M. Banks,Paperback,978315743441,411 ,4.19,33011
Revolution,Jennifer Donnelly,Hardcover,978315743442,472 ,4.02,26053
The Foundation Trilogy,Isaac Asimov,Paperback,978315743443,679 ,4.4,80815
The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,Paperback,978315743444,224 ,3.96,51913
The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,Paperback,978315743445,256 ,4.63,104182
Dune Messiah,Frank Herbert,Mass Market Paperback,978315743446,331 ,3.87,101903
Diary,Chuck Palahniuk,Paperback,978315743447,262 ,3.61,64723
The Declaration,Gemma Malley,Hardcover,978315743448,320 ,3.71,20185
Lord of Light,Roger Zelazny,Paperback,978315743449,296 ,4.1,23892
Gormenghast,Mervyn Peake,Paperback,978315743450,505 ,4.01,10808
The Siege of Macindaw,John Flanagan,Paperback,978315743451,320 ,4.34,46349
Fatherland,Robert   Harris,Paperback,978315743452,380 ,3.97,27875
The Secret Hour,Scott Westerfeld,Paperback,978315743453,297 ,3.8,27226
Wool,Hugh Howey,Kindle Edition,978315743454,58 ,4.12,67333
Touch of Power,Maria V. Snyder,Paperback,978315743455,390 ,4.15,38436
Airhead,Meg Cabot,Hardcover,978315743456,337 ,3.77,35364
Twisted Perfection,Abbi Glines,Kindle Edition,978315743457,290 ,4.25,62031
The Body,Stephen King|Robin A.H. Waterfield,Paperback,978315743458,80 ,4.26,28412
Losing It,Cora Carmack,ebook,978315743459,189 ,3.76,95214
الأسود يليق بك,أحلام مستغانمي|Ahlam Mosteghanemi,Paperback,978315743460,331 ,3.69,55700
Lectures on Faith,Joseph Smith Jr.|Sidney Rigdon,Hardcover,978315743461,88 ,4.5,5112
The Lover,Marguerite Duras|Barbara Bray|Maxine Hong Kingston,Paperback,978315743462,117 ,3.75,28795
Batman: The Long Halloween,Jeph Loeb|Tim Sale|Gregory Wright|Richard Starkings,Paperback,978315743463,376 ,4.3,66316
"The Dark Tower Series Collection: The Gunslinger, The Drawing of the Three, The Waste Lands, Wizard and Glass, Wolves of the Calla, Song of Susannah, The Dark Tower",Stephen King,Hardcover,978315743464,3914 ,4.6,8762
The Rising,C.M. Meridian,ebook,978315743465,,3.59,49
Ordeal,Tatyana K. Varenko,Kindle Edition,978315743466,215 ,3.94,113
درخت زیبای من,José Mauro de Vasconcelos|قاسم صنعوی,Hardcover,978315743467,256 ,4.38,19559
Unaccustomed Earth,Jhumpa Lahiri,Hardcover,978315743468,352 ,4.12,71966
ESV Study Bible,Anonymous|Lane T. Dennis|Wayne A. Grudem,Hardcover,978315743469,2750 ,4.77,11280
"Thinking, Fast and Slow",Daniel Kahneman,Hardcover,978315743470,499 ,4.12,194500
The Fall of Five,Pittacus Lore,Hardcover,978315743471,355 ,4.24,51454
"Yours Truly, Taddy",Avery Aster,Kindle Edition,978315743472,192 ,3.66,693
I Dream of Yellow Kites,Retta Bono,Kindle Edition,978315743473,99 ,3.91,44
Labyrinth,Kate Mosse,Paperback,978315743474,515 ,3.56,42990
An Instance of the Fingerpost,Iain Pears,Paperback,978315743475,691 ,3.94,19904
The Complete Fairy Tales,Oscar Wilde,Paperback,978315743476,144 ,4.33,10549
"The Walking Dead, Vol. 1: Days Gone Bye",Robert Kirkman|Tony Moore|Frank Darabont,Paperback,978315743477,144 ,4.28,185537
Olive Kitteridge,Elizabeth Strout,Hardcover,978315743478,270 ,3.8,123027
The Hero With a Thousand Faces,Joseph Campbell,Paperback,978315743479,416 ,4.22,24555
The Eternity Cure,Julie Kagawa,Hardcover,978315743480,434 ,4.24,32889
True Grit,Charles Portis,Paperback,978315743481,224 ,4.14,32334
Of Love and Other Demons,Gabriel García Márquez,Paperback,978315743482,160 ,3.98,46031
The Time Paradox,Eoin Colfer,Hardcover,978315743483,391 ,4.07,69898
Paradise,Judith McNaught,Mass Market Paperback,978315743484,709 ,4.32,27567
After,Anna Todd,Paperback,978315743485,582 ,3.74,48124
Let It Snow: Three Holiday Romances,John Green|Maureen Johnson|Lauren Myracle,Paperback,978315743486,352 ,3.81,87795
Any Human Heart,William  Boyd,Paperback,978315743487,480 ,4.27,12086
Hunting Ground,Patricia Briggs,Mass Market Paperback,978315743488,286 ,4.27,52646
The Kings of Clonmel,John Flanagan,Paperback,978315743489,320 ,4.29,41121
When Breath Becomes Air,Paul Kalanithi,Kindle Edition,978315743490,208 ,4.34,260122
Destined,P.C. Cast|Kristin Cast,Hardcover,978315743491,325 ,4.04,67901
The Lunatic Cafe,Laurell K. Hamilton,Hardcover,978315743492,352 ,4.12,66535
The Wealth of Nations,Adam Smith,Mass Market Paperback,978315743493,1264 ,3.88,23292
The Caine Mutiny,Herman Wouk,Paperback,978315743494,560 ,4.24,18257
The Moviegoer,Walker Percy,Paperback,978315743495,242 ,3.69,21989
Smile,Raina Telgemeier,Hardcover,978315743496,224 ,4.22,126328
"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,Hardcover,978315743497,247 ,3.75,124483
Styxx,Sherrilyn Kenyon,Hardcover,978315743498,836 ,4.58,18384
Clockwork Angel; Clockwork Prince; Clockwork Princess,Cassandra Clare,ebook,978315743499,1520 ,4.68,12669
Golden Son,Pierce Brown,ebook,978315743500,430 ,4.45,106539
The Warrior's Apprentice,Lois McMaster Bujold,Mass Market Paperback,978315743501,372 ,4.29,20020
Moon Palace,Paul Auster,Paperback,978315743502,320 ,4,16664
Moving Pictures,Terry Pratchett,Paperback,978315743503,396 ,3.93,55954
The Siren,Tiffany Reisz,Paperback,978315743504,432 ,4.05,23439
Perfect Illusion,Gabrielle Estres,Hardcover,978315743505,,4.75,51
A Soldier of the Great War,Mark Helprin,Paperback,978315743506,860 ,4.35,5957
Captive Prince,C.S. Pacat,ebook,978315743507,240 ,3.94,36792
Gorky Park,Martin Cruz Smith,Paperback,978315743508,433 ,4.04,51825
Maurice,E.M. Forster,Paperback,978315743509,256 ,4.01,22027
The Boxcar Children,Gertrude Chandler Warner|L. Kate Deal,Paperback,978315743510,160 ,4.1,106215
Winter's Tale,Mark Helprin,Paperback,978315743511,768 ,3.5,24595
Maniac Magee,Jerry Spinelli,Paperback,978315743512,184 ,3.87,108225
Ethereal Fury,Jessica O'Gorek,Paperback,978315743513,263 ,3.91,207
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror,Robert Louis Stevenson|Robert Mighall,Paperback,978315743514,178 ,3.96,92766
Forever,Pete Hamill,Paperback,978315743515,613 ,3.93,10042
The Confusion,Neal Stephenson,Paperback,978315743516,815 ,4.25,20475
Resurrection,Leo Tolstoy|Louise Maude|Aylmer Maude,Hardcover,978315743517,562 ,4.11,13908
Rodrick Rules,Jeff Kinney,Hardcover,978315743518,224 ,4.11,111826
Confess,Colleen Hoover,Paperback,978315743519,306 ,4.23,102816
Death with Interruptions,José Saramago|Margaret Jull Costa,Hardcover,978315743520,238 ,3.98,26710
The Glass Lake,Maeve Binchy,Paperback,978315743521,704 ,3.91,18999
The Program,Suzanne Young,Hardcover,978315743522,405 ,4.06,37712
Undeniable,Madeline Sheehan,ebook,978315743523,219 ,4.06,46394
The Darkest Hour,Erin Hunter,Paperback,978315743524,315 ,4.52,32578
Queen of the Darkness,Anne Bishop,Mass Market Paperback,978315743525,430 ,4.37,23100
The Sugar Queen,Sarah Addison Allen,Hardcover,978315743526,276 ,3.98,45105
The Name of the Star,Maureen Johnson,Paperback,978315743527,372 ,3.9,43600
Forest of Secrets,Erin Hunter,Paperback,978315743528,312 ,4.41,35349
Maus II: A Survivor's Tale: And Here My Troubles Began,Art Spiegelman,Paperback,978315743529,136 ,4.38,108369
Off the Grid: The Catalyst,Brian  Courtney,Paperback,978315743530,270 ,4.19,384
For a Few Demons More,Kim Harrison,Hardcover,978315743531,456 ,4.33,50749
The Bridges of Constantine,Ahlam Mosteghanemi|Rafael Cohen,Hardcover,978315743532,320 ,3.85,21691
Kings Rising,C.S. Pacat,ebook,978315743533,385 ,4.48,24226
The Mad Ship,Robin Hobb,Mass Market Paperback,978315743534,906 ,4.23,39846
Changes,Jim Butcher,Hardcover,978315743535,438 ,4.54,81091
Playing with Fire,Derek Landy,Hardcover,978315743536,389 ,4.31,20976
The Waste Land and Other Poems,T.S. Eliot,Paperback,978315743537,88 ,4.23,45555
Of Poseidon,Anna Banks,Hardcover,978315743538,324 ,4.03,42978
الرحيق المختوم,Safiy al-Rahman al-Mubarakfuri,Hardcover,978315743539,498 ,4.57,14873
Go Tell It on the Mountain,James Baldwin,Paperback,978315743540,256 ,4.01,35436
Bloody Jack,L.A. Meyer,Paperback,978315743541,304 ,4.11,22137
Elixir,Jennifer L. Armentrout,Paperback,978315743542,74 ,4.4,25307
The Feast of the Goat,Mario Vargas Llosa|Edith Grossman,Paperback,978315743543,475 ,4.23,19554
The Tale of Peter Rabbit,Beatrix Potter,Hardcover,978315743544,72 ,4.17,180728
The Dead-Tossed Waves,Carrie Ryan,Hardcover,978315743545,416 ,3.91,29109
The Darkest Kiss,Gena Showalter,Mass Market Paperback,978315743546,368 ,4.26,47809
Carry On,Rainbow Rowell,Paperback,978315743547,522 ,4.21,122335
Jingo,Terry Pratchett,Paperback,978315743548,461 ,4.13,47272
Deadly Little Secret,Laurie Faria Stolarz,Hardcover,978315743549,252 ,3.86,21731
Selected Poems,Robert Frost|Gail Harvey,Hardcover,978315743550,224 ,4.21,4392
We Were the Mulvaneys,Joyce Carol Oates,Paperback,978315743551,454 ,3.71,85333
Hinds' Feet on High Places,Hannah Hurnard,Paperback,978315743552,317 ,4.3,39987
The Constant Gardener,John le Carré,Paperback,978315743553,496 ,3.78,18370
Lost Souls,Poppy Z. Brite,Paperback,978315743554,355 ,3.89,15558
Half Bad,Sally Green,Hardcover,978315743555,394 ,3.8,37379
Salt to the Sea,Ruta Sepetys,Hardcover,978315743556,393 ,4.36,75955
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Christopher McDougall,Hardcover,978315743557,287 ,4.28,136930
Hollow City,Ransom Riggs,Paperback,978315743558,428 ,4.07,156893
Reunion,Meg Cabot,Paperback,978315743559,289 ,4.09,33151
The Dovekeepers,Alice Hoffman,Hardcover,978315743560,504 ,4.03,59948
The Lying Game,Sara Shepard,Hardcover,978315743561,307 ,3.95,36436
Grey,E.L. James,Paperback,978315743562,576 ,3.78,121352
The Necromancer,Michael Scott,Hardcover,978315743563,416 ,4.13,54301
White Nights,Fyodor Dostoyevsky,Paperback,978315743564,82 ,4.04,30969
Harry Potter and the Methods of Rationality,Eliezer Yudkowsky,ebook,978315743565,2007 ,4.39,10477
Blood of the Fold,Terry Goodkind,Mass Market Paperback,978315743566,623 ,3.99,68985
All Over But the Shoutin',Rick Bragg,Paperback,978315743567,329 ,4.1,23318
The Perfect Storm: A True Story of Men Against the Sea,Sebastian Junger,Hardcover,978315743568,227 ,4.08,94421
Origin,Dan Brown,Hardcover,978315743569,461 ,3.84,151872
Forever Too Far,Abbi Glines,Kindle Edition,978315743570,292 ,4.24,76503
Breathing Lessons,Anne Tyler,Paperback,978315743571,350 ,3.66,21261
The Shock Doctrine: The Rise of Disaster Capitalism,Naomi Klein,Hardcover,978315743572,558 ,4.23,31165
The Child Thief,Brom,Hardcover,978315743573,476 ,4.09,12487
Memórias Póstumas de Brás Cubas,Machado de Assis,Paperback,978315743574,165 ,4.23,12455
Saving CeeCee Honeycutt,Beth Hoffman|Jenna Lamia,Audio CD,978315743575,254 ,3.93,70870
Motherless Brooklyn,Jonathan Lethem,Paperback,978315743576,311 ,3.91,26992
The Samurai's Garden,Gail Tsukiyama,Paperback,978315743577,211 ,4.12,19426
Monument 14,Emmy Laybourne,Hardcover,978315743578,304 ,3.9,20411
The Miserable Mill,Lemony Snicket|Brett Helquist,Paperback,978315743579,194 ,3.85,121308
Metro 2033,Dmitry Glukhovsky|M. David Drevs,Paperback,978315743580,764 ,3.99,29175
La catedral del mar,Ildefonso Falcones,Hardcover,978315743581,672 ,4.08,30416
Thirteen Reasons Why,Jay Asher,Hardcover,978315743582,352 ,3.98,656143
Love & Misadventure,Lang Leav,Paperback,978315743583,176 ,4.02,37619
The Outlaw Demon Wails,Kim Harrison,Hardcover,978315743584,455 ,4.38,49934
How to Kill a Rock Star,Tiffanie DeBartolo,Paperback,978315743585,415 ,4.06,13959
The Lathe of Heaven,Ursula K. Le Guin,Paperback,978315743586,176 ,4.1,40521
The Ransom of Red Chief,O. Henry,,978315743587,32 ,4.16,5216
Backstage Pass,Olivia Cunning,Paperback,978315743588,344 ,4.04,54622
Witch & Wizard,James Patterson|Gabrielle Charbonnet|Emily Raymond,Hardcover,978315743589,314 ,3.56,50203
Maskerade,Terry Pratchett,Hardcover,978315743590,285 ,4.08,44114
The Poetry of Pablo Neruda,Pablo Neruda|Ilan Stavans,Paperback,978315743591,1040 ,4.44,15881
Vampire Kisses: The Beginning,Ellen Schreiber,Paperback,978315743592,562 ,4.13,26965
The Clown,Heinrich Böll|Leila Vennewitz,Paperback,978315743593,272 ,4.04,16640
Here be Dragons,Sharon Kay Penman,Paperback,978315743594,704 ,4.3,18956
Midnight Rising,Lara Adrian,Mass Market Paperback,978315743595,356 ,4.23,30081
Altered Carbon,Richard K. Morgan,Mass Market Paperback,978315743596,526 ,4.07,65890
Arrows of the Queen,Mercedes Lackey,Paperback,978315743597,320 ,4.16,29830
The Carnivorous Carnival,Lemony Snicket|Brett Helquist,Hardcover,978315743598,286 ,3.98,96630
Vain,Fisher Amelie,Kindle Edition,978315743599,390 ,4.24,29586
Prince of Thorns,Mark  Lawrence,Hardcover,978315743600,384 ,3.87,74476
Last Argument of Kings,Joe Abercrombie,Trade Paperback,978315743601,536 ,4.27,83882
"Farewell, My Lovely",Raymond Chandler,Paperback,978315743602,292 ,4.16,26329
Falling into You,Jasinda Wilder,Nook,978315743603,240 ,4.04,50705
Phantom,Susan  Kay,Paperback,978315743604,468 ,4.33,10552
The Twilight Saga Complete Collection,Stephenie Meyer,Hardcover,978315743605,2752 ,4.34,65447
Piercing the Darkness,Frank E. Peretti,Paperback,978315743606,448 ,4.31,49024
Zeno's Conscience,Italo Svevo|William Weaver,Paperback,978315743607,437 ,3.83,11511
Making Money,Terry Pratchett,Hardcover,978315743608,394 ,4.24,49871
A Song of Ice and Fire,George R.R. Martin,Mass Market Paperback,978315743609,4081 ,4.63,41732
In the Hand of the Goddess,Tamora Pierce,Mass Market Paperback,978315743610,264 ,4.26,75660
Awake at Dawn,C.C. Hunter,Paperback,978315743611,383 ,4.28,51801
Awoken,Timothy   Miller,Paperback,978315743612,321 ,4.04,54
Meeting With Christ and Other Poems,Deepak Chaswal,Kindle Edition,978315743613,80 ,4.59,80
Letters From Your Soul,Victor Noble,Paperback,978315743614,166 ,4.4,55
Sweet Reckoning,Wendy Higgins,Paperback,978315743615,379 ,4.34,27844
Paula,Isabel Allende,Paperback,978315743616,432 ,4.09,26340
Cell,Stephen King,Mass Market Paperback,978315743617,449 ,3.65,169097
The Invisible Game: Mindset of a Winning Team,Zoltan Andrejkovics,ebook,978315743618,,4.45,142
Donde los árboles cantan,Laura Gallego García,Paperback,978315743619,477 ,4.21,9262
Trust: A New Beginning,Cristiane Serruya,Paperback,978315743620,464 ,3.88,550
Supernatural Hero,Eran Gadot,Kindle Edition,978315743621,155 ,4.44,179
The Warrior Heir,Cinda Williams Chima,Paperback,978315743622,426 ,3.95,44889
The Opal Deception,Eoin Colfer,Paperback,978315743623,416 ,4.05,112806
Heartless,Marissa Meyer,Hardcover,978315743624,453 ,4.06,58500
The Aleph and Other Stories,Jorge Luis Borges|Andrew Hurley|Αχιλλέας Κυριακίδης,Paperback,978315743625,210 ,4.38,25670
It's Not Summer Without You,Jenny Han|Alice Delarbre,Hardcover,978315743626,288 ,4.12,94440
Lioness Rampant,Tamora Pierce,Mass Market Paperback,978315743627,384 ,4.29,72655
The Initiation / The Captive Part I,L.J. Smith,Paperback,978315743628,396 ,3.96,21885
The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara|Aleida Guevara March,Paperback,978315743629,175 ,3.79,25910
The Elementary Particles,Michel Houellebecq|Frank Wynne,Paperback,978315743630,272 ,3.79,24986
"Sherlock Holmes: The Complete Novels and Stories, Volume I",Arthur Conan Doyle,Mass Market Paperback,978315743631,1059 ,4.46,22012
History of the Peloponnesian War,Thucydides|Rex Warner|Moses I. Finley,Paperback,978315743632,648 ,3.88,26121
The Queen's Fool,Philippa Gregory,Paperback,978315743633,490 ,3.84,82693
الفيل الأزرق,أحمد مراد,Paperback,978315743634,385 ,3.79,57122
City of Golden Shadow,Tad Williams,Mass Market Paperback,978315743635,780 ,3.9,22451
The Histories,Herodotus|Aubrey de Sélincourt|John M. Marincola,Paperback,978315743636,716 ,3.97,35371
The Cost of Discipleship,Dietrich Bonhoeffer,Paperback,978315743637,320 ,4.32,27920
Her Fearful Symmetry,Audrey Niffenegger,Hardcover,978315743638,406 ,3.24,82715
The Confessions of Nat Turner,William Styron,Paperback,978315743639,453 ,3.96,13061
The Recruit,Robert Muchamore,Paperback,978315743640,342 ,4.23,24944
Bel-Ami,Guy de Maupassant|Douglas Parmée,Paperback,978315743641,416 ,3.82,23489
Rot & Ruin,Jonathan Maberry,Hardcover,978315743642,458 ,4.1,30348
Lord Loss,Darren Shan,Paperback,978315743643,224 ,4.22,18119
The Taking of Peggy Martin,Karen Glista,Kindle Edition,978315743644,243 ,4.29,846
Jemima J,Jane Green,Paperback,978315743645,373 ,3.63,106807
The Steward,Christopher  Shields,Kindle Edition,978315743646,336 ,3.96,509
The Golden Bowl,Henry James|Gore Vidal|Patricia Crick,Paperback,978315743647,591 ,3.78,9873
"Y: The Last Man, Vol. 1: Unmanned",Brian K. Vaughan|Pia Guerra|José Marzán Jr.,Paperback,978315743648,130 ,4.09,92850
"I, Claudius/Claudius the God",Robert Graves,Paperback,978315743649,839 ,4.43,2494
The Memoirs of Cleopatra,Margaret George,Paperback,978315743650,1139 ,4.18,17004
Summer of the Monkeys,Wilson Rawls,Paperback,978315743651,288 ,4.02,11419
A Touch of Dead,Charlaine Harris,Hardcover,978315743652,192 ,3.82,43002
Thinner,Richard Bachman|Stephen King,Mass Market Paperback,978315743653,320 ,3.69,150797
On Chesil Beach,Ian McEwan,Hardcover,978315743654,166 ,3.56,60275
The Secret of the Nagas,Amish Tripathi,Paperback,978315743655,396 ,4.01,62706
Fool Moon,Jim Butcher,Mass Market Paperback,978315743656,401 ,4.03,134930
Ariel,Sylvia Plath,Paperback,978315743657,105 ,4.22,45224
Petals on the Wind,V.C. Andrews,Paperback,978315743658,439 ,3.82,47868
Bridget Jones: The Edge of Reason,Helen Fielding,Paperback,978315743659,352 ,3.56,89514
An Ideal Husband,Oscar Wilde,Paperback,978315743660,78 ,4.04,33461
The System of the World,Neal Stephenson,Paperback,978315743661,908 ,4.31,18998
The Art of Loving,Erich Fromm|Peter D. Kramer|Rainer Funk,Paperback,978315743662,192 ,4.03,39670
The Dark and Hollow Places,Carrie Ryan,Hardcover,978315743663,384 ,4.03,21289
"Love, Lex",Avery Aster,Paperback,978315743664,218 ,3.13,1531
Visions,Lauren Klever,ebook,978315743665,,4.4,123
Arrow of the Mist,Christina Mercer,Kindle Edition,978315743666,257 ,3.86,291
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Donald Miller,Paperback,978315743667,243 ,3.91,91370
Genghis: Birth of an Empire,Conn Iggulden,Mass Market Paperback,978315743668,528 ,4.35,22812
Desperation,Stephen King,Mass Market Paperback,978315743669,547 ,3.81,106862
Maybe Someday,Colleen Hoover,Kindle Edition,978315743670,385 ,4.3,139141
East,Edith Pattou,Paperback,978315743671,507 ,4.15,34480
Snow Country,Yasunari Kawabata|Edward G. Seidensticker,Paperback,978315743672,175 ,3.68,14911
Echo,J.K. Accinni,Kindle Edition,978315743673,219 ,4.18,373
The First Man in Rome,Colleen McCullough,Paperback,978315743674,1076 ,4.1,17745
The Queen of Attolia,Megan Whalen Turner,Paperback,978315743675,362 ,4.22,29741
Defiance,C.J. Redwine,Hardcover,978315743676,403 ,3.68,25901
The Enchantress Returns,Chris Colfer|Brandon Dorman,Hardcover,978315743677,517 ,4.49,27343
The Luminaries,Eleanor Catton,Hardcover,978315743678,848 ,3.71,54104
Remy,Katy Evans,Kindle Edition,978315743679,272 ,4.31,27721
The Cabinet of Curiosities,Douglas Preston|Lincoln Child,Paperback,978315743680,629 ,4.26,35520
Throne of Glass,Sarah J. Maas,Paperback,978315743681,404 ,4.22,424659
The Autobiography of Benjamin Franklin,Benjamin Franklin|Lewis Leary,Paperback,978315743682,160 ,3.82,53971
Captive Prince: Volume Two,C.S. Pacat,ebook,978315743683,216 ,4.47,28745
The Emperor of Nihon-Ja,John Flanagan,Paperback,978315743684,487 ,4.42,37728
Poison Princess,Kresley Cole,Hardcover,978315743685,369 ,4.14,35153
The Dark Is Rising,Susan Cooper,Paperback,978315743686,272 ,4.07,46947
Unleash the Night,Sherrilyn Kenyon,Mass Market Paperback,978315743687,378 ,4.35,37452
Bird Box,Josh Malerman,Hardcover,978315743688,262 ,3.99,58882
Dr. Seuss's ABC,Dr. Seuss,Board Book,978315743689,21 ,4.07,37093
The Yearling,Marjorie Kinnan Rawlings,Paperback,978315743690,513 ,3.99,23980
In the Woods,Tana French|Tana French,Hardcover,978315743691,429 ,3.75,237891
The Island of Dr. Moreau,H.G. Wells,Paperback,978315743692,153 ,3.72,78405
The Marriage Bargain,Jennifer Probst,ebook,978315743693,160 ,3.81,101106
The Book of Laughter and Forgetting,Milan Kundera|Aaron Asher|Serena Vitale,Paperback,978315743694,313 ,4,35583
The Alloy of Law,Brandon Sanderson,Hardcover,978315743695,332 ,4.21,101608
Batman: Year One,Frank Miller|David Mazzucchelli|Richmond Lewis|Dennis O'Neil,Paperback,978315743696,144 ,4.22,181646
The Long Winter,Laura Ingalls Wilder|Garth Williams,Paperback,978315743697,422 ,4.13,69832
Life A User's Manual,Georges Perec|David Bellos,Paperback,978315743698,581 ,4.23,5934
Ruin and Rising,Leigh Bardugo,Hardcover,978315743699,422 ,4.17,89762
Hawksong,Amelia Atwater-Rhodes,Paperback,978315743700,243 ,4.15,19579
Men at Arms,Terry Pratchett,Mass Market Paperback,978315743701,377 ,4.37,70022
A Fire Upon the Deep,Vernor Vinge,Mass Market Paperback,978315743702,613 ,4.13,44943
Kushiel's Avatar,Jacqueline Carey,Paperback,978315743703,702 ,4.37,30410
Finnegans Wake,James Joyce,Paperback,978315743704,628 ,3.67,10764
Naked,David Sedaris,Paperback,978315743705,304 ,4.09,216705
Once and Always,Judith McNaught,Mass Market Paperback,978315743706,400 ,4.21,21216
Goodbye to All That,Robert Graves,Paperback,978315743707,281 ,4.05,8662
Winger,Andrew  Smith,Hardcover,978315743708,439 ,4.05,21329
The Realms of the Gods,Tamora Pierce,Paperback,978315743709,347 ,4.32,47220
Haunted,Meg Cabot,Paperback,978315743710,263 ,4.15,33232
Succubus Heat,Richelle Mead,Paperback,978315743711,304 ,4.19,23487
Forsaken,Jana Oliver,Paperback,978315743712,422 ,3.99,17635
Knife of Dreams,Robert Jordan,Mass Market Paperback,978315743713,860 ,4.13,84309
"Forever, Christian",Tina Traverse,Paperback,978315743714,46 ,4.59,61
Sweet Dreams,Kristen Ashley,Kindle Edition,978315743715,562 ,4.42,40542
Tarzan of the Apes,Edgar Rice Burroughs,Paperback,978315743716,324 ,3.89,35563
Relic,Douglas Preston|Lincoln Child,Paperback,978315743717,480 ,4.02,81290
The One and Only Ivan,Katherine Applegate|Patricia Castelao,Hardcover,978315743718,307 ,4.26,102807
Where I'm Calling From: New and Selected Stories,Raymond Carver,Paperback,978315743719,544 ,4.42,18828
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,Hardcover,978315743720,240 ,4.16,25728
The Charm School,Nelson DeMille,Paperback,978315743721,816 ,4.26,30143
Night Star,Alyson Noel,Hardcover,978315743722,302 ,3.82,47513
King's Cage,Victoria Aveyard,ebook,978315743723,528 ,4.02,74389
Squire,Tamora Pierce,,978315743724,400 ,4.28,43105
Out Stealing Horses,Per Petterson|Anne   Born,Hardcover,978315743725,258 ,3.8,24782
Junky,William S. Burroughs|Oliver  Harris|Allen Ginsberg,Paperback,978315743726,208 ,3.85,47792
Welcome to the Monkey House,Kurt Vonnegut,Paperback,978315743727,331 ,4.14,47091
Luck in the Shadows,Lynn Flewelling,Mass Market Paperback,978315743728,479 ,4.08,16364
The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,Hardcover,978315743729,571 ,4.3,62149
Dress Your Family in Corduroy and Denim,David Sedaris,Paperback,978315743730,272 ,4.09,220259
Jack Who?: Perfect Storms,Lisa Gillis,ebook,978315743731,185 ,3.66,1176
Raw,Belle Aurora,Nook,978315743732,253 ,4.22,33499
Little Brother,Cory Doctorow,Hardcover,978315743733,382 ,3.93,43410
The Memoirs of Sherlock Holmes,Arthur Conan Doyle|Christopher Roden|Owen Dudley Edwards,Hardcover,978315743734,378 ,4.32,71875
The White Dragon,Anne McCaffrey,Mass Market Paperback,978315743735,468 ,4.18,38299
La tregua,Mario Benedetti,Paperback,978315743736,368 ,4.19,14729
لا تحزن,عائض القرني,Paperback,978315743737,584 ,4.14,26544
The Atlantis Complex,Eoin Colfer,Hardcover,978315743738,357 ,3.97,46509
Sobre héroes y tumbas,Ernesto Sábato|مصطفی مفیدی,Paperback,978315743739,547 ,4.28,7188
Darkest Hour,Meg Cabot,Paperback,978315743740,316 ,4.17,31663
Finding Audrey,Sophie Kinsella,Hardcover,978315743741,286 ,3.8,54671
The Essential Rumi,Rumi|Coleman Barks,Paperback,978315743742,416 ,4.43,30267
The Orphan Master's Son,Adam Johnson,Hardcover,978315743743,443 ,4.07,74132
Firestarter,Stephen King,Paperback,978315743744,416 ,3.86,162713
The Jewel in the Crown,Paul Scott,Paperback,978315743745,472 ,4.15,4580
Wasted: A Memoir of Anorexia and Bulimia,Marya Hornbacher,Paperback,978315743746,298 ,4,27993
The Dark Divine,Bree Despain,Hardcover,978315743747,372 ,3.8,35617
Ninth Key,Meg Cabot,Paperback,978315743748,287 ,4.07,33931
The Woman Who Rides Like a Man,Tamora Pierce,Mass Market Paperback,978315743749,284 ,4.21,61817
Fueled,K. Bromberg,Kindle Edition,978315743750,356 ,4.5,43526
Mud Vein,Tarryn Fisher,Kindle Edition,978315743751,283 ,4.11,18687
Pattern Recognition,William Gibson,Mass Market Paperback,978315743752,367 ,3.86,40140
أولاد حارتنا,Naguib Mahfouz|نجيب محفوظ,Paperback,978315743753,600 ,4.09,18957
The Stone Diaries,Carol Shields,Paperback,978315743754,361 ,3.86,33319
The Slow Regard of Silent Things,Patrick Rothfuss|Nate  Taylor,Hardcover,978315743755,159 ,3.91,87990
The Magician,Michael Scott,Hardcover,978315743756,464 ,4.09,80988
Dare You To,Katie McGarry,Hardcover,978315743757,456 ,4.17,37079
My Favorite Mistake,Chelsea M. Cameron,Paperback,978315743758,391 ,4,53810
Red Seas Under Red Skies,Scott Lynch,Hardcover,978315743759,558 ,4.24,90092
